Lot Number,Image,Address,Town,Postcode,Description,Guide Price,Price,Auctioneer,Auction Date,Lease Details,Vendor
81,https://www.eigroup.co.uk/files/55/21294/1f4c3ad4-116e-4ef2-a7a8-10dc75d762be.jpg,"19 Rona Road, Hampstead, London, NW3 2JA", London, NW3 2JA,Freehold House Three Floor & Attic 8 Room(s) Garden Vacant,"£1,650,000 Plus",1650000,Savills (London - National),31 March 2015,,
82,https://www.eigroup.co.uk/files/55/21294/e04c28c7-c345-44f4-9960-a8d9d1aeb056.jpg,"677 Romford Road, Manor Park, London, E12 5AD", London, E12 5AD,Freehold Terrace Building Three Floor Arranged As Ground Floor Retail Unit/s Let Residential Upper Part Three Self-Contained Flat Vacant,"£550,000 Plus",550000,Savills (London - National),31 March 2015,,
83,https://www.eigroup.co.uk/files/55/21294/7cd292ea-fc37-4830-8820-34ab07beff3f.jpg,"57 London Road, Wallington, Surrey, SM6 7HW", Surrey, SM6 7HW,Freehold End of Terrace House Two Floor 4 Room(s) Unmodernised Garden Vacant,"£200,000 Plus",200000,Savills (London - National),31 March 2015,,
84,https://www.eigroup.co.uk/files/55/21294/c17b80e6-f0c2-48a8-aa6e-e19160c2683e.jpg,"55 Upper Green East, Mitcham, Surrey, CR4 2PF", Surrey, CR4 2PF,Freehold Terrace House Three Floor 5 Room(s) Unmodernised Garden Vacant,"£235,000 Plus",235000,Savills (London - National),31 March 2015,,
85,https://www.eigroup.co.uk/files/55/21294/ab6da463-218b-4cd6-a46e-78e7bf24ff59.jpg,"Flat 1, 166 Selhurst Road, South Norwood, London, SE25 6LS", London, SE25 6LS,Leasehold Lower Ground Floor Flat Three Room(s) Communal Gardens Vacant,"£110,000 Plus",110000,Savills (London - National),31 March 2015,"99 Yr, commencing 25/03/1986 00:00:00 (GR.£50.PA)",
86,https://www.eigroup.co.uk/files/55/21294/5105c2f5-21d3-418d-8c6b-3ae3ad47c177.jpg,"7C Beechfield Road, Catford, London, SE6 4NE", London, SE6 4NE,Leasehold Top Floor Flat Two Room(s) Vacant,Withdrawn Prior,,Savills (London - National),31 March 2015,"99 Yr, commencing 25/03/1990 00:00:00 (GR.£50.PA)",
87,https://www.eigroup.co.uk/files/55/21294/7e29c738-fca1-45fa-a186-69aed43e1a73.jpg,"267 Edgwarebury Lane, Edgware, Middlesex, HA8 8QL", Middlesex, HA8 8QL,Freehold Detached House Two Floor 4 Room(s) Unmodernised Garden Vacant,"£590,000 Plus",590000,Savills (London - National),31 March 2015,,
88,https://www.eigroup.co.uk/files/55/21294/713c6395-8a5d-4422-a90c-1e7f40df43d2.jpg,"Flat 3, 22 Kenley Lane, Kenley, Surrey, CR8 5DD", Surrey, CR8 5DD,Leasehold 1st Floor Flat Three Room(s) Vacant,"£150,000 Plus",150000,Savills (London - National),31 March 2015,"99 Yr, commencing 25/03/1980 00:00:00 (GR.£30.PA)",
89,https://www.eigroup.co.uk/files/55/21294/588c4a66-e4bf-4882-a2ea-f3e48de912c7.jpg,"101 Frant Road, Thornton Heath, Surrey, CR7 7JX", Surrey, CR7 7JX,Freehold Terrace House Two Floor 5 Room(s) Unmodernised Garden Vacant,"£275,000 Plus",275000,Savills (London - National),31 March 2015,,
90,https://www.eigroup.co.uk/files/55/21294/6473fe77-9ad8-4220-bcd7-68a49c604686.jpg,"Flat 3, 7 Grange Road, Chiswick, London, W4 4DB", London, W4 4DB,Leasehold Self-Contained 2nd Floor Flat Two Room(s) Assured Shorthold Tenancy,"£325,000 Plus",325000,Savills (London - National),31 March 2015,"99 Yr, commencing 25/03/1989 00:00:00 (GR.£100.PA)",
91,https://www.eigroup.co.uk/files/55/21294/af06384c-713f-4388-86bb-0812e67b2a6c.jpg,"104A Tanfield Avenue, Cricklewood, London, NW2 7RT", London, NW2 7RT,Leasehold 1st Floor Flat 4 Room(s) Unmodernised Garden Vacant,"£220,000 Plus",220000,Savills (London - National),31 March 2015,"125 Yr, commencing 31/03/2015 00:00:00 (GR.£100.PA)",
92,https://www.eigroup.co.uk/files/55/21294/04aa9740-f4f2-49f5-a3c2-7567a1e215cc.jpg,"7 Marden Road, Tottenham, London, N17 6NE", London, N17 6NE,Leasehold Ground Floor Flat Three Room(s) Unmodernised Garden Vacant,"£225,000 Plus",225000,Savills (London - National),31 March 2015,"125 Yr, commencing 01/01/2015 00:00:00 (GR.£50.PA)",
93,https://www.eigroup.co.uk/files/55/21294/df056175-2588-419f-9d97-eb136100eba1.jpg,"Flat 23, Evelyn House, Greatorex Street, Spitalfields, London, E1 5NW", London, E1 5NW,Leasehold Purpose Built 5th Floor Flat Three Room(s) Unmodernised Vacant,"£200,000 Plus",200000,Savills (London - National),31 March 2015,"99 Yr, commencing 25/03/1980 00:00:00 (GR.£50.PA)",
94,https://www.eigroup.co.uk/files/55/21294/a4fe811c-0d3a-452a-b9af-6eab215d7f91.jpg,"113 Denman Drive, Ashford, Middlesex, TW15 2AP", Middlesex, TW15 2AP,Freehold Semi-Detached House Two Floor 5 Room(s) Unmodernised Garden Garage/s Vacant,"£190,000 Plus",190000,Savills (London - National),31 March 2015,,
95,https://www.eigroup.co.uk/files/55/21294/ba0d9aca-11bd-40ea-b31a-64a5a7f50184.jpg,"48 Antlers Hill, Chingford, London, E4 7RT", London, E4 7RT,Freehold Semi-Detached House Two Floor 5 Room(s) Unmodernised Garden Vacant,"£250,000 Plus",250000,Savills (London - National),31 March 2015,,
96,https://www.eigroup.co.uk/files/55/21294/9dd8c5ad-e931-4988-8735-93683f266ff8.jpg,"340 Northborough Road, Norbury, London, SW16 4TT", London, SW16 4TT,Freehold Terrace House Three Floor 5 Room(s) Unmodernised Garden Vacant,"£250,000 Plus",250000,Savills (London - National),31 March 2015,,
97,https://www.eigroup.co.uk/files/55/21294/7553575a-c999-43a4-812f-4b9bc3fc49ab.jpg,"23 Isham Road, Norbury, London, SW16 4TH", London, SW16 4TH,Freehold Terrace House Two Floor 4 Room(s) Unmodernised Garden Vacant,"£210,000 Plus",210000,Savills (London - National),31 March 2015,,
98,https://www.eigroup.co.uk/files/55/21294/7f994de2-9d7d-4546-829b-d226fb3795ad.jpg,"89 Abbotts Road, Southall, Middlesex, UB1 1HR", Middlesex, UB1 1HR,Freehold End of Terrace House Three Floor 6 Room(s) Unmodernised Garden Vacant,"£240,000 Plus",240000,Savills (London - National),31 March 2015,,
99,https://www.eigroup.co.uk/files/55/21294/bcbf906c-f174-4f29-af92-aceb708b9653.jpg,"127 Willoughby Lane, Tottenham, London, N17 0RT", London, N17 0RT,Freehold Terrace House Two Floor 5 Room(s) Unmodernised Garden Vacant,"£180,000 Plus",180000,Savills (London - National),31 March 2015,,
100,https://www.eigroup.co.uk/files/55/21294/6080f7bf-7f74-4065-8110-9270b2b365f9.jpg,"50 Britannia Road, Kettering, Northamptonshire, NN16 9RY", Northamptonshire, NN16 9RY,Freehold Detached House Two Floor 4 Room(s) Unmodernised Garden Vacant,"£95,000 Plus",95000,Savills (London - National),31 March 2015,,
101,https://www.eigroup.co.uk/files/55/21294/1130e7f1-2894-4974-9b38-933c0a8433c2.jpg,"335 Cranford Lane, Hounslow, Middlesex, TW5 9PH", Middlesex, TW5 9PH,Leasehold Flat 4 Room(s) Assured Shorthold Tenancy,"£120,000 Plus",120000,Savills (London - National),31 March 2015,"125 Yr, commencing 17/09/1990 00:00:00 (GR.£10.PA)",
102,https://www.eigroup.co.uk/files/55/21294/18c21753-c7bd-400b-82ae-a36d67557f0f.jpg,"Land at Wells Road, Glastonbury, Somerset, BA6 9AG", Somerset, BA6 9AG,Freehold Site Planning Permission 70 Residential Dwelling & Commercial Building 400 Square Metres Vacant,"£1,500,000 Plus",1500000,Savills (London - National),31 March 2015,,
103,https://www.eigroup.co.uk/files/55/21294/fff5cac4-c22d-47d3-8427-d07174b8fec5.jpg,"19 West House, Loxford Road, Barking, Essex, IG11 8PX", Essex, IG11 8PX,Leasehold 5th Floor Flat 4 Room(s) Assured Shorthold Tenancy,"£95,000 Plus",95000,Savills (London - National),31 March 2015,"125 Yr, commencing 28/01/2008 00:00:00 (GR.£10.PA)",
104,https://www.eigroup.co.uk/files/55/21294/cf323dc3-28d0-41c0-8a05-13136ece8ebe.jpg,"26B Goresbrook Road, Dagenham, Essex, RM9 6UR", Essex, RM9 6UR,Leasehold Flat Three Bedroom Unmodernised Vacant,"£70,000 Plus",70000,Savills (London - National),31 March 2015,"77 Yr, commencing 02/12/1987 00:00:00 (GR.£100.PA)",
105,https://www.eigroup.co.uk/files/55/21294/3532ca8a-5cba-48fe-b089-b9a7ecb59da1.jpg,"43 Kenlor Road, Tooting, London, SW17 0DG", London, SW17 0DG,Freehold Terrace House Two Floor 4 Room(s) Unmodernised Garden Vacant,"£410,000 Plus",410000,Savills (London - National),31 March 2015,,
106,https://www.eigroup.co.uk/files/55/21294/05e4c536-16c3-4d43-895f-1ed2027b0eaa.jpg,"49 Roydene Road, Plumstead, London, SE18 1PZ", London, SE18 1PZ,Freehold End of Terrace House Two Floor 5 Room(s) Unmodernised Garden Vacant,"£220,000 Plus",220000,Savills (London - National),31 March 2015,,
107,https://www.eigroup.co.uk/files/55/21294/4842e1a8-8bd5-49e2-bbab-ba235acd8573.jpg,"Flat 16, Romney Court, Haverstock Hill, Hampstead, London, NW3 4RX", London, NW3 4RX,Leasehold 1st Floor Studio Flat Unmodernised Vacant,"£275,000 Plus",275000,Savills (London - National),31 March 2015,"190 Yr, commencing 23/11/1962 00:00:00",
108,https://www.eigroup.co.uk/files/55/21294/dfbea18c-5149-49de-acc7-cb9a9a4575e9.jpg,"Graphic House, 11 Magdalen Street, Colchester, Essex, CO1 2JT", Essex, CO1 2JT,Freehold Terrace Building Three Floor Arranged As Office Planning Permission Conversion 4 Flat Two Bedroom & Flat One Bedroom Vacant,"£275,000 Plus",275000,Savills (London - National),31 March 2015,,
109,https://www.eigroup.co.uk/files/55/21294/16025f9b-597a-4737-944c-beb9f5eaa6fa.jpg,"27 Ivy Road, Cricklewood, London, NW2 6SY", London, NW2 6SY,Freehold Terrace House Arranged As Two Self-Contained Flat Assured Shorthold Tenancy,Withdrawn Prior,,Savills (London - National),31 March 2015,,Mortgagee(s)
110,https://www.eigroup.co.uk/files/55/21294/24cc178d-58da-409f-ae60-5e9325f506f9.jpg,"Flat 9, Shenfield House, Portway Gardens, Woolwich, London, SE18 4PG", London, SE18 4PG,Leasehold 2nd Floor Flat 4 Room(s) Unmodernised Vacant,"£95,000 Plus",95000,Savills (London - National),31 March 2015,"125 Yr, commencing 25/02/2002 00:00:00 (GR.£10.PA)",
111,https://www.eigroup.co.uk/files/55/21294/a54c2431-b495-4b20-8844-92e088b90871.jpg,"27 Colmer Road, Streatham, London, SW16 5LA", London, SW16 5LA,Leasehold Ground Floor Flat Two Bedroom Unmodernised Garden Vacant,"£200,000 Plus",200000,Savills (London - National),31 March 2015,"99 Yr, commencing 25/12/1996 00:00:00 (GR.£50.PA)",
112,https://www.eigroup.co.uk/files/55/21294/e78ebdbe-ed9e-430f-8e22-ee188fa9c089.jpg,"262 Cowley Road, Uxbridge, Middlesex, UB8 2NJ", Middlesex, UB8 2NJ,Leasehold 1st Floor Flat Three Bedroom Unmodernised Parking Space Vacant,"£150,000 Plus",150000,Savills (London - National),31 March 2015,"125 Yr, commencing 31/03/2015 00:00:00 (GR.£300.PA)",
113,https://www.eigroup.co.uk/files/55/21294/e58dc82b-b3a6-414a-83c3-fbc27b98b8f7.jpg,"262 Cowley Road, Uxbridge, Middlesex, UB8 2NJ", Middlesex, UB8 2NJ,Freehold Semi-Detached House Arranged As Two Flat Part Vacant,"£150,000 Plus",150000,Savills (London - National),31 March 2015,,
114,https://www.eigroup.co.uk/files/55/21294/543183f5-d0de-4a60-aa86-8a5c14b84c13.jpg,"21 High Street, South Norwood, London, SE25 6EZ", London, SE25 6EZ,Freehold Terrace Building Two Floor Arranged As Ground Floor Shop & Ground Floor Self-Contained Residential Unit/s Two Room(s) Let,"£325,000 Plus",325000,Savills (London - National),31 March 2015,"10 Yr, commencing 29/09/2013 00:00:00",
115,https://www.eigroup.co.uk/files/55/21294/671d6c11-c9e1-4817-923f-caf17006e841.jpg,"13 Lodge Avenue, Romford, Essex, RM2 5AB", Essex, RM2 5AB,Leasehold Ground Floor Flat Three Room(s) Unmodernised Garden Vacant,"£50,000 Plus",50000,Savills (London - National),31 March 2015,"99 Yr, commencing 29/09/1936 00:00:00 (GR.£8.PA)",
116,https://www.eigroup.co.uk/files/55/21294/6f8cf7b5-7044-4c8c-81de-f3ddfb1baaf9.jpg,"19 Larchwood House, 39 Baywood Square, Chigwell, Essex, IG7 4AY", Essex, IG7 4AY,Leasehold 5th Floor Flat Three Room(s) Unmodernised Vacant,"£80,000 Plus",80000,Savills (London - National),31 March 2015,"125 Yr, commencing 11/09/2006 00:00:00 (GR.£10.PA)",
117,https://www.eigroup.co.uk/files/55/21294/dc2cf68a-4cc0-47ef-a94c-144c7e6b7821.jpg,"2 Sussex Street, Plaistow, London, E13 8QF", London, E13 8QF,Freehold End of Terrace House Two Floor Three Room(s) Unmodernised Garden Vacant,"£210,000 Plus",210000,Savills (London - National),31 March 2015,,
118,https://www.eigroup.co.uk/files/55/21294/2c29f8ea-f420-4f11-88d0-939d2759372f.jpg,"18 Knowles Hill Crescent, Lewisham, London, SE13 6DS", London, SE13 6DS,Freehold End of Terrace House Two Floor 5 Room(s) Unmodernised Garden Vacant,"£350,000 Plus",350000,Savills (London - National),31 March 2015,,
119,https://www.eigroup.co.uk/files/55/21294/e30ab3be-01df-4471-98bc-e3f29413c97c.jpg,"27 Ripley Road, Canning Town, London, E16 3EA", London, E16 3EA,Leasehold 1st Floor Flat Two Room(s) Unmodernised Garden Vacant,"£155,000 Plus",155000,Savills (London - National),31 March 2015,,
120,https://www.eigroup.co.uk/files/55/21294/75c52de7-1bd9-444a-8688-bf31cc3148f4.jpg,"4 Mead View, Goodworth Clatford, Andover, Hampshire, SP11 7RH", Hampshire, SP11 7RH,Freehold Cottage Two Floor Three Room(s) Unmodernised Garden Vacant,"£235,000 Plus",235000,Savills (London - National),31 March 2015,,Housing Association
121,https://www.eigroup.co.uk/files/55/21294/353645b1-643c-4313-95e7-e90f9732fd92.jpg,"12 Sarson, Amport, Andover, Hampshire, SP11 8AE", Hampshire, SP11 8AE,Freehold Cottage Two Floor Three Room(s) Unmodernised Garden Vacant,"£190,000 Plus",190000,Savills (London - National),31 March 2015,,
122,https://www.eigroup.co.uk/files/55/21294/54352c77-9b43-4cf0-a9e7-38c0325981cb.jpg,"132 Castle Road, Northolt, Middlesex, UB5 4SF", Middlesex, UB5 4SF,Freehold Terrace House Two Floor 4 Room(s) Unmodernised Garden Vacant,"£280,000 Plus",280000,Savills (London - National),31 March 2015,,
123,https://www.eigroup.co.uk/files/55/21294/698e4552-5ee8-46ee-bcf3-775119634df2.jpg,"178 Durnsford Road, Wimbledon, London, SW19 8HJ", London, SW19 8HJ,Freehold Terrace House Two Floor 5 Room(s) Unmodernised Garden Vacant,"£320,000 Plus",320000,Savills (London - National),31 March 2015,,
124,https://www.eigroup.co.uk/files/55/21294/9229341e-debf-4938-82be-81155689f023.jpg,"30 Goulds Green, Uxbridge, Middlesex, UB8 3DG", Middlesex, UB8 3DG,Freehold Detached Bungalow 4 Room(s) Unmodernised Planning Permission Conversion Two Semi-Detached Bungalow Two Bedroom Vacant,"£400,000 Plus",400000,Savills (London - National),31 March 2015,,
125,https://www.eigroup.co.uk/files/55/21294/645acd31-ab05-4760-a837-a2704c33828e.jpg,"15C Connaught Road, Willesden, London, NW10 9AJ", London, NW10 9AJ,Leasehold Self-Contained 2nd Floor Flat Two Room(s) Vacant,"£225,000 Plus",225000,Savills (London - National),31 March 2015,"125 Yr, commencing 01/01/2015 00:00:00 (GR.£100.PA)",Housing Association
126,https://www.eigroup.co.uk/files/55/21294/fe8d772e-945d-4497-a73c-eb976f846d1a.jpg,"62 Oakington Manor Drive, Wembley, Middlesex, HA9 6LZ", Middlesex, HA9 6LZ,Freehold Semi-Detached House Two Floor 5 Room(s) Unmodernised Garden Vacant,"£340,000 Plus",340000,Savills (London - National),31 March 2015,,London Regional Housing
127,https://www.eigroup.co.uk/files/55/21294/90c2dd66-6e4b-4687-ab61-970f2ac84702.jpg,"Land at 99 St. Johns Road, Walthamstow, London, E17 4JH", London, E17 4JH,Freehold Site Vacant,"£90,000 Plus",90000,Savills (London - National),31 March 2015,,
128,https://www.eigroup.co.uk/files/55/21294/1688eaf6-4207-43d2-8571-785535b68f30.jpg,"Flat 6, April Court, 107 Northwood Road, Thornton Heath, Surrey, CR7 8HW", Surrey, CR7 8HW,Leasehold 2nd Floor Studio Flat Vacant,"£115,000 Plus",115000,Savills (London - National),31 March 2015,"125 Yr, commencing 25/12/2001 00:00:00 (GR.£20.PA)",
129,https://www.eigroup.co.uk/files/55/21294/b8b19896-e4bc-4179-8991-772ce0fad952.jpg,"Flat 24, Wheeler Court, Plough Road, Battersea, London, SW11 2AX", London, SW11 2AX,Leasehold Purpose Built 3rd Floor Flat Two Room(s) Vacant,"£210,000 Plus",210000,Savills (London - National),31 March 2015,"125 Yr, commencing 23/04/2004 00:00:00 (GR.£150.PA)",
130,https://www.eigroup.co.uk/files/55/21294/d53e0189-5da3-45b7-9a2a-4e1b2423e3c7.jpg,"Land at 14 Marion Road, Mill Hill, London, NW7 4AN", London, NW7 4AN,Freehold Land 2000 Square Feet Vacant,No Reserve,,Savills (London - National),31 March 2015,,Executors
131,https://www.eigroup.co.uk/files/55/21294/7e597fed-8f0a-4051-9129-21c3fc48a2bf.jpg,"Kingsley, Catteshall Lane, Godalming, Surrey, GU7 1LF", Surrey, GU7 1LF,Freehold Detached House Two Floor 5 Room(s) Unmodernised Garden Vacant,"£275,000 Plus",275000,Savills (London - National),31 March 2015,,
132,https://www.eigroup.co.uk/files/55/21294/dd40e219-d0f7-40a3-8ba6-26fa219a3119.jpg,"16 Northwick Park Road, Harrow, Middlesex, HA1 2NU", Middlesex, HA1 2NU,Freehold Semi-Detached Building 2700 Square Feet Unmodernised Development Potential Parking Space Garden Vacant,"£650,000 Plus",650000,Savills (London - National),31 March 2015,,
133,https://www.eigroup.co.uk/files/55/21294/22d80e7b-a404-401d-ab01-5dc45c0febc4.jpg,"Former Depot Site, Dark Lane, Witney, Oxfordshire, OX28 6LE", Oxfordshire, OX28 6LE,Freehold Site 0.27 Acre Arranged As Former Depot Site Planning Permission 4 House Vacant,"£500,000 Plus",500000,Savills (London - National),31 March 2015,,Thames Water
134,https://www.eigroup.co.uk/files/55/21294/8bc3f803-9339-469e-9ec0-a0d561227f0a.jpg,"11 Frilsham Street, Sutton Courtenay, Abingdon, Oxfordshire, OX14 4AZ", Oxfordshire, OX14 4AZ,Freehold Semi-Detached House Two Floor 5 Room(s) Unmodernised Development Potential Garden Vacant,"£240,000 Plus",240000,Savills (London - National),31 March 2015,,
135,https://www.eigroup.co.uk/files/55/21294/90bbfd76-5fe0-4442-aac1-a36be248384d.jpg,"22 The Grange, Lisgar Terrace, Kensington, London, W14 8SL", London, W14 8SL,Leasehold 5th / 6th Floor Purpose Built Flat Three Room(s) Vacant,"£290,000 Plus",290000,Savills (London - National),31 March 2015,"125 Yr, commencing 29/09/1984 00:00:00 (GR.£10.PA)",
136,https://www.eigroup.co.uk/files/55/21294/ce90bb05-b530-45d6-8f8b-83af8df6193e.jpg,"118A Langthorne Road, Leytonstone, London, E11 4HR", London, E11 4HR,Leasehold Ground Floor Flat One Room(s) Unmodernised Development Potential Vacant,"£80,000 Plus",80000,Savills (London - National),31 March 2015,"99 Yr, commencing 25/09/2001 00:00:00 (GR.£100.PA)",
137,https://www.eigroup.co.uk/files/55/21294/cd857d55-3f4b-42ec-9a0b-8093473bced4.jpg,"1B Moyers Road, Leyton, London, E10 6JQ", London, E10 6JQ,Leasehold Ground Floor Flat Three Room(s) Garage/s Vacant,"£230,000 Plus",230000,Savills (London - National),31 March 2015,"99 Yr, commencing 24/06/1981 00:00:00 (GR.£80.PA)",
138,https://www.eigroup.co.uk/files/55/21294/44dc1e79-98e9-4dd2-9c24-7ca9675add8f.jpg,"Garden Cottage, Bitchet Green, Seal, Sevenoaks, Kent, TN15 0ND", Kent, TN15 0ND,Freehold Detached Cottage Two Floor 5 Room(s) Unmodernised Vacant,"£360,000 Plus",360000,Savills (London - National),31 March 2015,,Grainger Plc
139,https://www.eigroup.co.uk/files/55/21294/40afd1ec-a336-43e0-a608-c43654577356.jpg,"26 Stormont Road, Battersea, London, SW11 5EL", London, SW11 5EL,Freehold Terrace House Three Floor 4 Room(s) Garden Vacant,"£725,000 Plus",725000,Savills (London - National),31 March 2015,,
140,https://www.eigroup.co.uk/files/55/21294/e9b85690-59a8-44b1-97e3-6e8589f18597.jpg,"Flat 315, Hallmark Court, Thomas Road, Limehouse, London, E14 7FS", London, E14 7FS,Leasehold Flat Two Bedroom Modernised Assured Shorthold Tenancy,Sold Prior,,Savills (London - National),31 March 2015,"125 Yr, commencing 30/07/2010 00:00:00 (GR.£300.PA)",
141,https://www.eigroup.co.uk/files/55/21294/7f3c2149-2488-4d44-8096-4bdcd0c8da49.jpg,"9A Frognal, Hampstead, London, NW3 6AL", London, NW3 6AL,Leasehold Basement Flat One Bedroom Unmodernised Garden Vacant,"£500,000 Plus",500000,Savills (London - National),31 March 2015,"125 Yr, commencing 01/01/2015 00:00:00 (GR.£100.PA)",Housing Association
142,https://www.eigroup.co.uk/files/55/21294/7c953ed9-915f-45a7-af64-64c4ffa76c8e.jpg,"Flat 90, Lock House, 35 Oval Road, Camden, London, NW1 7BJ", London, NW1 7BJ,Leasehold 3rd Floor Self-Contained Flat One Bedroom Unmodernised Vacant,"£475,000 Plus",475000,Savills (London - National),31 March 2015,"125 Yr, commencing 01/01/2015 00:00:00 (GR.£100.PA)",Housing Association
143,https://www.eigroup.co.uk/files/55/21294/f6f54566-b92a-4347-bb8f-dd3e4a25bcea.jpg,"5 Hornbeam Crescent, Brentford, Middlesex, TW8 8NF", Middlesex, TW8 8NF,Freehold End of Terrace House Two Floor 4 Room(s) Unmodernised Garden Vacant,"£340,000 Plus",340000,Savills (London - National),31 March 2015,,
